,Unnamed: 0, ,vid_num,Scanner,fluid_types,img_path,lbl_path,case_id
45,45,45,1,Cirrus,[0 1],img/train/TRAIN001/24.png,masks/train/TRAIN001/24.png,1
46,46,46,1,Cirrus,[0 1],img/train/TRAIN001/25.png,masks/train/TRAIN001/25.png,1
47,47,47,1,Cirrus,[0 1],img/train/TRAIN001/26.png,masks/train/TRAIN001/26.png,1
48,48,48,1,Cirrus,[0 1],img/train/TRAIN001/27.png,masks/train/TRAIN001/27.png,1
49,49,49,1,Cirrus,[0 1],img/train/TRAIN001/28.png,masks/train/TRAIN001/28.png,1
50,50,50,1,Cirrus,[0 1],img/train/TRAIN001/29.png,masks/train/TRAIN001/29.png,1
51,51,51,1,Cirrus,[0],img/train/TRAIN001/3.png,masks/train/TRAIN001/3.png,0
52,52,52,1,Cirrus,[0 1],img/train/TRAIN001/30.png,masks/train/TRAIN001/30.png,1
53,53,53,1,Cirrus,[0 1],img/train/TRAIN001/31.png,masks/train/TRAIN001/31.png,1
54,54,54,1,Cirrus,[0 1],img/train/TRAIN001/32.png,masks/train/TRAIN001/32.png,1
55,55,55,1,Cirrus,[0 1],img/train/TRAIN001/33.png,masks/train/TRAIN001/33.png,1
56,56,56,1,Cirrus,[0 1],img/train/TRAIN001/34.png,masks/train/TRAIN001/34.png,1
57,57,57,1,Cirrus,[0 1],img/train/TRAIN001/35.png,masks/train/TRAIN001/35.png,1
58,58,58,1,Cirrus,[0 1],img/train/TRAIN001/36.png,masks/train/TRAIN001/36.png,1
59,59,59,1,Cirrus,[0 1],img/train/TRAIN001/37.png,masks/train/TRAIN001/37.png,1
60,60,60,1,Cirrus,[0 1],img/train/TRAIN001/38.png,masks/train/TRAIN001/38.png,1
61,61,61,1,Cirrus,[0 1],img/train/TRAIN001/39.png,masks/train/TRAIN001/39.png,1
62,62,62,1,Cirrus,[0],img/train/TRAIN001/4.png,masks/train/TRAIN001/4.png,0
63,63,63,1,Cirrus,[0 1],img/train/TRAIN001/40.png,masks/train/TRAIN001/40.png,1
64,64,64,1,Cirrus,[0 1],img/train/TRAIN001/41.png,masks/train/TRAIN001/41.png,1
65,65,65,1,Cirrus,[0 1],img/train/TRAIN001/42.png,masks/train/TRAIN001/42.png,1
66,66,66,1,Cirrus,[0 1],img/train/TRAIN001/43.png,masks/train/TRAIN001/43.png,1
67,67,67,1,Cirrus,[0 1],img/train/TRAIN001/44.png,masks/train/TRAIN001/44.png,1
68,68,68,1,Cirrus,[0 1],img/train/TRAIN001/45.png,masks/train/TRAIN001/45.png,1
69,69,69,1,Cirrus,[0 1],img/train/TRAIN001/46.png,masks/train/TRAIN001/46.png,1
70,70,70,1,Cirrus,[0 1],img/train/TRAIN001/47.png,masks/train/TRAIN001/47.png,1
71,71,71,1,Cirrus,[0 1],img/train/TRAIN001/48.png,masks/train/TRAIN001/48.png,1
72,72,72,1,Cirrus,[0 1],img/train/TRAIN001/49.png,masks/train/TRAIN001/49.png,1
73,73,73,1,Cirrus,[0],img/train/TRAIN001/5.png,masks/train/TRAIN001/5.png,0
74,74,74,1,Cirrus,[0 1],img/train/TRAIN001/50.png,masks/train/TRAIN001/50.png,1
75,75,75,1,Cirrus,[0 1],img/train/TRAIN001/51.png,masks/train/TRAIN001/51.png,1
76,76,76,1,Cirrus,[0 1],img/train/TRAIN001/52.png,masks/train/TRAIN001/52.png,1
77,77,77,1,Cirrus,[0 1],img/train/TRAIN001/53.png,masks/train/TRAIN001/53.png,1
78,78,78,1,Cirrus,[0 1],img/train/TRAIN001/54.png,masks/train/TRAIN001/54.png,1
79,79,79,1,Cirrus,[0 1],img/train/TRAIN001/55.png,masks/train/TRAIN001/55.png,1
80,80,80,1,Cirrus,[0 1],img/train/TRAIN001/56.png,masks/train/TRAIN001/56.png,1
81,81,81,1,Cirrus,[0 1 2],img/train/TRAIN001/57.png,masks/train/TRAIN001/57.png,4
82,82,82,1,Cirrus,[0 1 2],img/train/TRAIN001/58.png,masks/train/TRAIN001/58.png,4
83,83,83,1,Cirrus,[0 1 2],img/train/TRAIN001/59.png,masks/train/TRAIN001/59.png,4
84,84,84,1,Cirrus,[0],img/train/TRAIN001/6.png,masks/train/TRAIN001/6.png,0
85,85,85,1,Cirrus,[0 1 2],img/train/TRAIN001/60.png,masks/train/TRAIN001/60.png,4
86,86,86,1,Cirrus,[0 1 2],img/train/TRAIN001/61.png,masks/train/TRAIN001/61.png,4
87,87,87,1,Cirrus,[0 1 2],img/train/TRAIN001/62.png,masks/train/TRAIN001/62.png,4
88,88,88,1,Cirrus,[0 1 2],img/train/TRAIN001/63.png,masks/train/TRAIN001/63.png,4
89,89,89,1,Cirrus,[0 1 2],img/train/TRAIN001/64.png,masks/train/TRAIN001/64.png,4
90,90,90,1,Cirrus,[0 1 2],img/train/TRAIN001/65.png,masks/train/TRAIN001/65.png,4
91,91,91,1,Cirrus,[0 1 2],img/train/TRAIN001/66.png,masks/train/TRAIN001/66.png,4
92,92,92,1,Cirrus,[0 1],img/train/TRAIN001/67.png,masks/train/TRAIN001/67.png,1
93,93,93,1,Cirrus,[0 1],img/train/TRAIN001/68.png,masks/train/TRAIN001/68.png,1
94,94,94,1,Cirrus,[0 1],img/train/TRAIN001/69.png,masks/train/TRAIN001/69.png,1
95,95,95,1,Cirrus,[0],img/train/TRAIN001/7.png,masks/train/TRAIN001/7.png,0
96,96,96,1,Cirrus,[0 1],img/train/TRAIN001/70.png,masks/train/TRAIN001/70.png,1
97,97,97,1,Cirrus,[0 1],img/train/TRAIN001/71.png,masks/train/TRAIN001/71.png,1
98,98,98,1,Cirrus,[0 1],img/train/TRAIN001/72.png,masks/train/TRAIN001/72.png,1
99,99,99,1,Cirrus,[0 1],img/train/TRAIN001/73.png,masks/train/TRAIN001/73.png,1
100,100,100,1,Cirrus,[0 1],img/train/TRAIN001/74.png,masks/train/TRAIN001/74.png,1
101,101,101,1,Cirrus,[0 1],img/train/TRAIN001/75.png,masks/train/TRAIN001/75.png,1
102,102,102,1,Cirrus,[0 1],img/train/TRAIN001/76.png,masks/train/TRAIN001/76.png,1
103,103,103,1,Cirrus,[0 1],img/train/TRAIN001/77.png,masks/train/TRAIN001/77.png,1
104,104,104,1,Cirrus,[0 1],img/train/TRAIN001/78.png,masks/train/TRAIN001/78.png,1
105,105,105,1,Cirrus,[0 1],img/train/TRAIN001/79.png,masks/train/TRAIN001/79.png,1
106,106,106,1,Cirrus,[0],img/train/TRAIN001/8.png,masks/train/TRAIN001/8.png,0
107,107,107,1,Cirrus,[0 1],img/train/TRAIN001/80.png,masks/train/TRAIN001/80.png,1
108,108,108,1,Cirrus,[0 1],img/train/TRAIN001/81.png,masks/train/TRAIN001/81.png,1
109,109,109,1,Cirrus,[0 1],img/train/TRAIN001/82.png,masks/train/TRAIN001/82.png,1
110,110,110,1,Cirrus,[0 1],img/train/TRAIN001/83.png,masks/train/TRAIN001/83.png,1
111,111,111,1,Cirrus,[0 1],img/train/TRAIN001/84.png,masks/train/TRAIN001/84.png,1
112,112,112,1,Cirrus,[0 1],img/train/TRAIN001/85.png,masks/train/TRAIN001/85.png,1
113,113,113,1,Cirrus,[0 1],img/train/TRAIN001/86.png,masks/train/TRAIN001/86.png,1
114,114,114,1,Cirrus,[0 1],img/train/TRAIN001/87.png,masks/train/TRAIN001/87.png,1
115,115,115,1,Cirrus,[0 1],img/train/TRAIN001/88.png,masks/train/TRAIN001/88.png,1
116,116,116,1,Cirrus,[0 1],img/train/TRAIN001/89.png,masks/train/TRAIN001/89.png,1
117,117,117,1,Cirrus,[0],img/train/TRAIN001/9.png,masks/train/TRAIN001/9.png,0
118,118,118,1,Cirrus,[0 1],img/train/TRAIN001/90.png,masks/train/TRAIN001/90.png,1
119,119,119,1,Cirrus,[0 1],img/train/TRAIN001/91.png,masks/train/TRAIN001/91.png,1
120,120,120,1,Cirrus,[0 1],img/train/TRAIN001/92.png,masks/train/TRAIN001/92.png,1
121,121,121,1,Cirrus,[0 1],img/train/TRAIN001/93.png,masks/train/TRAIN001/93.png,1
122,122,122,1,Cirrus,[0 1],img/train/TRAIN001/94.png,masks/train/TRAIN001/94.png,1
123,123,123,1,Cirrus,[0 1],img/train/TRAIN001/95.png,masks/train/TRAIN001/95.png,1
124,124,124,1,Cirrus,[0 1],img/train/TRAIN001/96.png,masks/train/TRAIN001/96.png,1
125,125,125,1,Cirrus,[0],img/train/TRAIN001/97.png,masks/train/TRAIN001/97.png,0
126,126,126,1,Cirrus,[0 1],img/train/TRAIN001/98.png,masks/train/TRAIN001/98.png,1
127,127,127,1,Cirrus,[0 1],img/train/TRAIN001/99.png,masks/train/TRAIN001/99.png,1
128,128,128,2,Cirrus,[0],img/train/TRAIN002/0.png,masks/train/TRAIN002/0.png,0
129,129,129,2,Cirrus,[0],img/train/TRAIN002/1.png,masks/train/TRAIN002/1.png,0
130,130,130,2,Cirrus,[0],img/train/TRAIN002/10.png,masks/train/TRAIN002/10.png,0
131,131,131,2,Cirrus,[0 1],img/train/TRAIN002/100.png,masks/train/TRAIN002/100.png,1
132,132,132,2,Cirrus,[0 1],img/train/TRAIN002/101.png,masks/train/TRAIN002/101.png,1
133,133,133,2,Cirrus,[0 1],img/train/TRAIN002/102.png,masks/train/TRAIN002/102.png,1
134,134,134,2,Cirrus,[0 1],img/train/TRAIN002/103.png,masks/train/TRAIN002/103.png,1
135,135,135,2,Cirrus,[0 1],img/train/TRAIN002/104.png,masks/train/TRAIN002/104.png,1
136,136,136,2,Cirrus,[0],img/train/TRAIN002/105.png,masks/train/TRAIN002/105.png,0
137,137,137,2,Cirrus,[0 1],img/train/TRAIN002/106.png,masks/train/TRAIN002/106.png,1
138,138,138,2,Cirrus,[0 1],img/train/TRAIN002/107.png,masks/train/TRAIN002/107.png,1
139,139,139,2,Cirrus,[0 1],img/train/TRAIN002/108.png,masks/train/TRAIN002/108.png,1
140,140,140,2,Cirrus,[0 1],img/train/TRAIN002/109.png,masks/train/TRAIN002/109.png,1
141,141,141,2,Cirrus,[0],img/train/TRAIN002/11.png,masks/train/TRAIN002/11.png,0
142,142,142,2,Cirrus,[0 1],img/train/TRAIN002/110.png,masks/train/TRAIN002/110.png,1
143,143,143,2,Cirrus,[0 1],img/train/TRAIN002/111.png,masks/train/TRAIN002/111.png,1
144,144,144,2,Cirrus,[0],img/train/TRAIN002/112.png,masks/train/TRAIN002/112.png,0
145,145,145,2,Cirrus,[0 1],img/train/TRAIN002/113.png,masks/train/TRAIN002/113.png,1
146,146,146,2,Cirrus,[0],img/train/TRAIN002/114.png,masks/train/TRAIN002/114.png,0
147,147,147,2,Cirrus,[0 1],img/train/TRAIN002/115.png,masks/train/TRAIN002/115.png,1
148,148,148,2,Cirrus,[0],img/train/TRAIN002/116.png,masks/train/TRAIN002/116.png,0
149,149,149,2,Cirrus,[0 1],img/train/TRAIN002/117.png,masks/train/TRAIN002/117.png,1
150,150,150,2,Cirrus,[0 1],img/train/TRAIN002/118.png,masks/train/TRAIN002/118.png,1
151,151,151,2,Cirrus,[0],img/train/TRAIN002/119.png,masks/train/TRAIN002/119.png,0
152,152,152,2,Cirrus,[0],img/train/TRAIN002/12.png,masks/train/TRAIN002/12.png,0
153,153,153,2,Cirrus,[0 1],img/train/TRAIN002/120.png,masks/train/TRAIN002/120.png,1
154,154,154,2,Cirrus,[0],img/train/TRAIN002/121.png,masks/train/TRAIN002/121.png,0
155,155,155,2,Cirrus,[0],img/train/TRAIN002/122.png,masks/train/TRAIN002/122.png,0
156,156,156,2,Cirrus,[0],img/train/TRAIN002/123.png,masks/train/TRAIN002/123.png,0
157,157,157,2,Cirrus,[0],img/train/TRAIN002/124.png,masks/train/TRAIN002/124.png,0
158,158,158,2,Cirrus,[0],img/train/TRAIN002/125.png,masks/train/TRAIN002/125.png,0
159,159,159,2,Cirrus,[0],img/train/TRAIN002/126.png,masks/train/TRAIN002/126.png,0
160,160,160,2,Cirrus,[0],img/train/TRAIN002/127.png,masks/train/TRAIN002/127.png,0
161,161,161,2,Cirrus,[0],img/train/TRAIN002/13.png,masks/train/TRAIN002/13.png,0
162,162,162,2,Cirrus,[0],img/train/TRAIN002/14.png,masks/train/TRAIN002/14.png,0
163,163,163,2,Cirrus,[0],img/train/TRAIN002/15.png,masks/train/TRAIN002/15.png,0
164,164,164,2,Cirrus,[0],img/train/TRAIN002/16.png,masks/train/TRAIN002/16.png,0
165,165,165,2,Cirrus,[0],img/train/TRAIN002/17.png,masks/train/TRAIN002/17.png,0
166,166,166,2,Cirrus,[0],img/train/TRAIN002/18.png,masks/train/TRAIN002/18.png,0
167,167,167,2,Cirrus,[0],img/train/TRAIN002/19.png,masks/train/TRAIN002/19.png,0
168,168,168,2,Cirrus,[0],img/train/TRAIN002/2.png,masks/train/TRAIN002/2.png,0
169,169,169,2,Cirrus,[0],img/train/TRAIN002/20.png,masks/train/TRAIN002/20.png,0
170,170,170,2,Cirrus,[0],img/train/TRAIN002/21.png,masks/train/TRAIN002/21.png,0
171,171,171,2,Cirrus,[0],img/train/TRAIN002/22.png,masks/train/TRAIN002/22.png,0
172,172,172,2,Cirrus,[0],img/train/TRAIN002/23.png,masks/train/TRAIN002/23.png,0
173,173,173,2,Cirrus,[0],img/train/TRAIN002/24.png,masks/train/TRAIN002/24.png,0
174,174,174,2,Cirrus,[0],img/train/TRAIN002/25.png,masks/train/TRAIN002/25.png,0
175,175,175,2,Cirrus,[0],img/train/TRAIN002/26.png,masks/train/TRAIN002/26.png,0
176,176,176,2,Cirrus,[0],img/train/TRAIN002/27.png,masks/train/TRAIN002/27.png,0
177,177,177,2,Cirrus,[0],img/train/TRAIN002/28.png,masks/train/TRAIN002/28.png,0
178,178,178,2,Cirrus,[0],img/train/TRAIN002/29.png,masks/train/TRAIN002/29.png,0
179,179,179,2,Cirrus,[0],img/train/TRAIN002/3.png,masks/train/TRAIN002/3.png,0
180,180,180,2,Cirrus,[0],img/train/TRAIN002/30.png,masks/train/TRAIN002/30.png,0
181,181,181,2,Cirrus,[0],img/train/TRAIN002/31.png,masks/train/TRAIN002/31.png,0
182,182,182,2,Cirrus,[0],img/train/TRAIN002/32.png,masks/train/TRAIN002/32.png,0
183,183,183,2,Cirrus,[0],img/train/TRAIN002/33.png,masks/train/TRAIN002/33.png,0
184,184,184,2,Cirrus,[0],img/train/TRAIN002/34.png,masks/train/TRAIN002/34.png,0
185,185,185,2,Cirrus,[0],img/train/TRAIN002/35.png,masks/train/TRAIN002/35.png,0
186,186,186,2,Cirrus,[0],img/train/TRAIN002/36.png,masks/train/TRAIN002/36.png,0
187,187,187,2,Cirrus,[0],img/train/TRAIN002/37.png,masks/train/TRAIN002/37.png,0
188,188,188,2,Cirrus,[0],img/train/TRAIN002/38.png,masks/train/TRAIN002/38.png,0
189,189,189,2,Cirrus,[0],img/train/TRAIN002/39.png,masks/train/TRAIN002/39.png,0
190,190,190,2,Cirrus,[0],img/train/TRAIN002/4.png,masks/train/TRAIN002/4.png,0
191,191,191,2,Cirrus,[0],img/train/TRAIN002/40.png,masks/train/TRAIN002/40.png,0
192,192,192,2,Cirrus,[0],img/train/TRAIN002/41.png,masks/train/TRAIN002/41.png,0
193,193,193,2,Cirrus,[0],img/train/TRAIN002/42.png,masks/train/TRAIN002/42.png,0
194,194,194,2,Cirrus,[0],img/train/TRAIN002/43.png,masks/train/TRAIN002/43.png,0
195,195,195,2,Cirrus,[0],img/train/TRAIN002/44.png,masks/train/TRAIN002/44.png,0
196,196,196,2,Cirrus,[0],img/train/TRAIN002/45.png,masks/train/TRAIN002/45.png,0
197,197,197,2,Cirrus,[0],img/train/TRAIN002/46.png,masks/train/TRAIN002/46.png,0
198,198,198,2,Cirrus,[0],img/train/TRAIN002/47.png,masks/train/TRAIN002/47.png,0
199,199,199,2,Cirrus,[0],img/train/TRAIN002/48.png,masks/train/TRAIN002/48.png,0
200,200,200,2,Cirrus,[0],img/train/TRAIN002/49.png,masks/train/TRAIN002/49.png,0
201,201,201,2,Cirrus,[0],img/train/TRAIN002/5.png,masks/train/TRAIN002/5.png,0
202,202,202,2,Cirrus,[0],img/train/TRAIN002/50.png,masks/train/TRAIN002/50.png,0
203,203,203,2,Cirrus,[0],img/train/TRAIN002/51.png,masks/train/TRAIN002/51.png,0
204,204,204,2,Cirrus,[0],img/train/TRAIN002/52.png,masks/train/TRAIN002/52.png,0
205,205,205,2,Cirrus,[0],img/train/TRAIN002/53.png,masks/train/TRAIN002/53.png,0
206,206,206,2,Cirrus,[0],img/train/TRAIN002/54.png,masks/train/TRAIN002/54.png,0
207,207,207,2,Cirrus,[0 1],img/train/TRAIN002/55.png,masks/train/TRAIN002/55.png,1
208,208,208,2,Cirrus,[0 1],img/train/TRAIN002/56.png,masks/train/TRAIN002/56.png,1
209,209,209,2,Cirrus,[0 1],img/train/TRAIN002/57.png,masks/train/TRAIN002/57.png,1
210,210,210,2,Cirrus,[0 1],img/train/TRAIN002/58.png,masks/train/TRAIN002/58.png,1
211,211,211,2,Cirrus,[0 1],img/train/TRAIN002/59.png,masks/train/TRAIN002/59.png,1
212,212,212,2,Cirrus,[0],img/train/TRAIN002/6.png,masks/train/TRAIN002/6.png,0
213,213,213,2,Cirrus,[0 1],img/train/TRAIN002/60.png,masks/train/TRAIN002/60.png,1
214,214,214,2,Cirrus,[0 1],img/train/TRAIN002/61.png,masks/train/TRAIN002/61.png,1
215,215,215,2,Cirrus,[0 1],img/train/TRAIN002/62.png,masks/train/TRAIN002/62.png,1
216,216,216,2,Cirrus,[0 1],img/train/TRAIN002/63.png,masks/train/TRAIN002/63.png,1
217,217,217,2,Cirrus,[0 1 2],img/train/TRAIN002/64.png,masks/train/TRAIN002/64.png,4
218,218,218,2,Cirrus,[0 1 2],img/train/TRAIN002/65.png,masks/train/TRAIN002/65.png,4
219,219,219,2,Cirrus,[0 1 2],img/train/TRAIN002/66.png,masks/train/TRAIN002/66.png,4
220,220,220,2,Cirrus,[0 1 2],img/train/TRAIN002/67.png,masks/train/TRAIN002/67.png,4
221,221,221,2,Cirrus,[0 1 2],img/train/TRAIN002/68.png,masks/train/TRAIN002/68.png,4
222,222,222,2,Cirrus,[0 1 2],img/train/TRAIN002/69.png,masks/train/TRAIN002/69.png,4
223,223,223,2,Cirrus,[0],img/train/TRAIN002/7.png,masks/train/TRAIN002/7.png,0
224,224,224,2,Cirrus,[0 1 2],img/train/TRAIN002/70.png,masks/train/TRAIN002/70.png,4
225,225,225,2,Cirrus,[0 1 2],img/train/TRAIN002/71.png,masks/train/TRAIN002/71.png,4
226,226,226,2,Cirrus,[0 1 2],img/train/TRAIN002/72.png,masks/train/TRAIN002/72.png,4
227,227,227,2,Cirrus,[0 1 2],img/train/TRAIN002/73.png,masks/train/TRAIN002/73.png,4
228,228,228,2,Cirrus,[0 1 2],img/train/TRAIN002/74.png,masks/train/TRAIN002/74.png,4
229,229,229,2,Cirrus,[0 1 2],img/train/TRAIN002/75.png,masks/train/TRAIN002/75.png,4
230,230,230,2,Cirrus,[0 1],img/train/TRAIN002/76.png,masks/train/TRAIN002/76.png,1
231,231,231,2,Cirrus,[0 1],img/train/TRAIN002/77.png,masks/train/TRAIN002/77.png,1
232,232,232,2,Cirrus,[0 1],img/train/TRAIN002/78.png,masks/train/TRAIN002/78.png,1
233,233,233,2,Cirrus,[0 1],img/train/TRAIN002/79.png,masks/train/TRAIN002/79.png,1
234,234,234,2,Cirrus,[0],img/train/TRAIN002/8.png,masks/train/TRAIN002/8.png,0
235,235,235,2,Cirrus,[0 1],img/train/TRAIN002/80.png,masks/train/TRAIN002/80.png,1
236,236,236,2,Cirrus,[0 1],img/train/TRAIN002/81.png,masks/train/TRAIN002/81.png,1
237,237,237,2,Cirrus,[0 1],img/train/TRAIN002/82.png,masks/train/TRAIN002/82.png,1
238,238,238,2,Cirrus,[0 1],img/train/TRAIN002/83.png,masks/train/TRAIN002/83.png,1
239,239,239,2,Cirrus,[0 1],img/train/TRAIN002/84.png,masks/train/TRAIN002/84.png,1
240,240,240,2,Cirrus,[0 1],img/train/TRAIN002/85.png,masks/train/TRAIN002/85.png,1
241,241,241,2,Cirrus,[0 1],img/train/TRAIN002/86.png,masks/train/TRAIN002/86.png,1
242,242,242,2,Cirrus,[0 1],img/train/TRAIN002/87.png,masks/train/TRAIN002/87.png,1
243,243,243,2,Cirrus,[0 1],img/train/TRAIN002/88.png,masks/train/TRAIN002/88.png,1
244,244,244,2,Cirrus,[0 1],img/train/TRAIN002/89.png,masks/train/TRAIN002/89.png,1
245,245,245,2,Cirrus,[0],img/train/TRAIN002/9.png,masks/train/TRAIN002/9.png,0
246,246,246,2,Cirrus,[0 1],img/train/TRAIN002/90.png,masks/train/TRAIN002/90.png,1
247,247,247,2,Cirrus,[0 1],img/train/TRAIN002/91.png,masks/train/TRAIN002/91.png,1
248,248,248,2,Cirrus,[0 1],img/train/TRAIN002/92.png,masks/train/TRAIN002/92.png,1
249,249,249,2,Cirrus,[0 1],img/train/TRAIN002/93.png,masks/train/TRAIN002/93.png,1
250,250,250,2,Cirrus,[0 1],img/train/TRAIN002/94.png,masks/train/TRAIN002/94.png,1
251,251,251,2,Cirrus,[0 1],img/train/TRAIN002/95.png,masks/train/TRAIN002/95.png,1
252,252,252,2,Cirrus,[0 1],img/train/TRAIN002/96.png,masks/train/TRAIN002/96.png,1
253,253,253,2,Cirrus,[0 1],img/train/TRAIN002/97.png,masks/train/TRAIN002/97.png,1
254,254,254,2,Cirrus,[0 1],img/train/TRAIN002/98.png,masks/train/TRAIN002/98.png,1
255,255,255,2,Cirrus,[0 1],img/train/TRAIN002/99.png,masks/train/TRAIN002/99.png,1
256,256,256,3,Cirrus,[0],img/train/TRAIN003/0.png,masks/train/TRAIN003/0.png,0
257,257,257,3,Cirrus,[0],img/train/TRAIN003/1.png,masks/train/TRAIN003/1.png,0
258,258,258,3,Cirrus,[0],img/train/TRAIN003/10.png,masks/train/TRAIN003/10.png,0
259,259,259,3,Cirrus,[0],img/train/TRAIN003/100.png,masks/train/TRAIN003/100.png,0
260,260,260,3,Cirrus,[0],img/train/TRAIN003/101.png,masks/train/TRAIN003/101.png,0
261,261,261,3,Cirrus,[0],img/train/TRAIN003/102.png,masks/train/TRAIN003/102.png,0
262,262,262,3,Cirrus,[0],img/train/TRAIN003/103.png,masks/train/TRAIN003/103.png,0
263,263,263,3,Cirrus,[0],img/train/TRAIN003/104.png,masks/train/TRAIN003/104.png,0
264,264,264,3,Cirrus,[0],img/train/TRAIN003/105.png,masks/train/TRAIN003/105.png,0
265,265,265,3,Cirrus,[0 1],img/train/TRAIN003/106.png,masks/train/TRAIN003/106.png,1
266,266,266,3,Cirrus,[0],img/train/TRAIN003/107.png,masks/train/TRAIN003/107.png,0
267,267,267,3,Cirrus,[0],img/train/TRAIN003/108.png,masks/train/TRAIN003/108.png,0
268,268,268,3,Cirrus,[0],img/train/TRAIN003/109.png,masks/train/TRAIN003/109.png,0
269,269,269,3,Cirrus,[0],img/train/TRAIN003/11.png,masks/train/TRAIN003/11.png,0
270,270,270,3,Cirrus,[0],img/train/TRAIN003/110.png,masks/train/TRAIN003/110.png,0
